artifact_type,evidence_class,performance_evidence,audited_measurement,ranking_evidence,base_case_id,base_case_name,profile,profile_note,route_factor,route_distance_km,payload_fraction,payload_mass_kg,reserve_duration_min,cruise_lift_to_drag_ratio,propulsion_efficiency,thermal_availability,usable_depth_of_discharge,end_of_life_state_of_health,maximum_battery_mass_fraction,pack_specific_energy_Wh_kg,pack_specific_power_W_kg,maximum_continuous_c_rate,required_pack_specific_energy_Wh_kg,required_energy_status,feasible,converged,limiting_constraint,battery_mass_kg,battery_mass_fraction,takeoff_mass_kg,nominal_battery_energy_Wh,peak_electrical_power_W,infeasibility_reasons
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.0,250.0,0.6,600.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,1000.0,900.0,2.0,438.451,bounded,True,True,specific_power,1032.2472758463343,0.22283941559612394,4632.247275846335,766477.3745292663,723708.5650958649,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.0,250.0,0.6,600.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,1500.0,900.0,2.0,438.451,bounded,True,True,specific_power,1032.2472758463343,0.22283941559612394,4632.247275846335,766477.3745292663,723708.5650958649,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.0,250.0,0.6,600.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,300.0,1300.0,3.0,284.741,bounded,True,True,energy,1945.8921093333777,0.3508708916386179,5545.892109333377,583767.6328000133,774332.2649145417,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.0,250.0,0.6,600.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,500.0,1300.0,3.0,284.741,bounded,True,True,energy,991.8852339534516,0.21600828056834367,4591.8852339534515,495942.6169767258,647065.9879083863,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.0,250.0,0.6,600.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,700.0,1300.0,3.0,284.741,bounded,True,True,energy,665.5754789703102,0.15603415816966787,4265.5754789703105,465902.83527921716,603535.6663606858,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.0,250.0,0.6,600.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,1000.0,1300.0,3.0,284.741,bounded,True,True,specific_power,508.04145866181244,0.12366999305486709,4108.041458661813,451400.39424911176,582520.3365016341,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.0,250.0,0.6,600.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,1500.0,1300.0,3.0,284.741,bounded,True,True,specific_power,508.04145866181244,0.12366999305486709,4108.041458661813,451400.39424911176,582520.3365016341,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.0,250.0,1.0,1000.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,300.0,700.0,1.5,,above_search_bound,False,True,energy,16445.79544132689,0.8043607541961982,20445.79544132689,4933738.632398067,3425180.2036927864,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.0,250.0,1.0,1000.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,500.0,700.0,1.5,,above_search_bound,False,True,energy,4043.5427836462964,0.5027066918656058,8043.542783646297,2021771.3918231481,1368421.3153801598,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.0,250.0,1.0,1000.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,700.0,700.0,1.5,,above_search_bound,False,True,energy,2305.1568709998637,0.365598654904571,6305.156870999864,1613609.8096999046,1080131.6841637106,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.0,250.0,1.0,1000.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,1000.0,700.0,1.5,,above_search_bound,False,True,specific_power,2217.914723811505,0.3566975139298711,6217.914723811506,1593125.9339665542,1065663.666496952,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.0,250.0,1.0,1000.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,1500.0,700.0,1.5,,above_search_bound,False,True,specific_power,2217.914723811505,0.3566975139298711,6217.914723811506,1593125.9339665542,1065663.666496952,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.0,250.0,1.0,1000.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,300.0,900.0,2.0,541.617,bounded,False,True,energy,4341.138035146427,0.5204491301851737,8341.138035146427,1302341.410543928,1275535.5676446408,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.0,250.0,1.0,1000.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,500.0,900.0,2.0,541.617,bounded,False,True,energy,1898.9971983019618,0.32191864726577457,5898.997198301962,949498.5991509809,912181.8474921547,required takeoff mass exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.0,250.0,1.0,1000.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,700.0,900.0,2.0,541.617,bounded,True,True,energy,1215.3133001914002,0.23302786050203325,5215.3133001914,850719.3101339802,810460.0014478735,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.0,250.0,1.0,1000.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,1000.0,900.0,2.0,541.617,bounded,True,True,specific_power,1140.000934828944,0.22179002480412635,5140.000934828944,839838.1065578107,799254.6554085726,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.0,250.0,1.0,1000.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,1500.0,900.0,2.0,541.617,bounded,True,True,specific_power,1140.000934828944,0.22179002480412635,5140.000934828944,839838.1065578107,799254.6554085726,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.0,250.0,1.0,1000.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,300.0,1300.0,3.0,351.738,bounded,False,True,energy,2122.9791710978775,0.3467232390923221,6122.979171097877,636893.7513293632,851316.7465413054,required takeoff mass exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.0,250.0,1.0,1000.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,500.0,1300.0,3.0,351.738,bounded,True,True,energy,1082.152336042984,0.21293189666281412,5082.152336042984,541076.168021492,712468.526760097,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.0,250.0,1.0,1000.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,700.0,1300.0,3.0,351.738,bounded,True,True,energy,726.1465689027989,0.15364453012962268,4726.146568902799,508302.5982319592,664976.7025660924,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.0,250.0,1.0,1000.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,1000.0,1300.0,3.0,351.738,bounded,True,True,specific_power,560.7071101903128,0.12294302103669077,4560.707110190313,493072.38957820344,642906.7725442126,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.0,250.0,1.0,1000.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,1500.0,1300.0,3.0,351.738,bounded,True,True,specific_power,560.7071101903128,0.12294302103669077,4560.707110190313,493072.38957820344,642906.7725442126,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.35,337.5,0.25,250.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,300.0,700.0,1.5,805.205,bounded,False,False,energy,64334.913688790344,0.9519123451874875,67584.91368879034,19302499.972938247,11241496.116404084,battery-mass closure did not converge; energy-mass feedback may be divergent; required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.35,337.5,0.25,250.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,500.0,700.0,1.5,805.205,bounded,False,True,energy,4943.656830331024,0.6033517064115682,8193.656830331023,2471828.415165512,1393315.8386582222,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.35,337.5,0.25,250.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,700.0,700.0,1.5,805.205,bounded,False,True,energy,2570.2161744671257,0.44160149682111144,5820.216174467126,1799151.3221269879,999710.3156573281,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.35,337.5,0.25,250.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,1000.0,700.0,1.5,805.205,bounded,True,True,specific_power,1822.614762135472,0.35930478611156874,5072.614762135472,1587267.2066744282,875729.9409108516,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.35,337.5,0.25,250.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,1500.0,700.0,1.5,805.205,bounded,True,True,specific_power,1822.614762135472,0.35930478611156874,5072.614762135472,1587267.2066744282,875729.9409108516,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.35,337.5,0.25,250.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,300.0,900.0,2.0,465.202,bounded,False,True,energy,5630.375582934509,0.6340244880807122,8880.37558293451,1689112.6748803528,1355765.9630460974,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.35,337.5,0.25,250.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,500.0,900.0,2.0,465.202,bounded,True,True,energy,2135.448550917051,0.39652194812137237,5385.448550917051,1067724.2754585254,835773.551715364,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.35,337.5,0.25,250.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,700.0,900.0,2.0,465.202,bounded,True,True,energy,1317.5866850305713,0.28846451657912053,4567.586685030571,922310.6795213999,714088.0383360119,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.35,337.5,0.25,250.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,1000.0,900.0,2.0,465.202,bounded,True,True,specific_power,937.9628242365505,0.22396636828015243,4187.962824236551,854814.6033584373,657605.7360722455,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.35,337.5,0.25,250.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,1500.0,900.0,2.0,465.202,bounded,True,True,specific_power,937.9628242365505,0.22396636828015243,4187.962824236551,854814.6033584373,657605.7360722455,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.35,337.5,0.25,250.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,300.0,1300.0,3.0,301.755,bounded,False,True,energy,2473.236306503252,0.43213947040644474,5723.236306503251,741970.8919509755,797990.2998494847,required takeoff mass exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.35,337.5,0.25,250.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,500.0,1300.0,3.0,301.755,bounded,True,True,energy,1188.355106526771,0.2677467390518729,4438.355106526771,594177.5532633854,626584.7807627532,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.35,337.5,0.25,250.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,700.0,1300.0,3.0,301.755,bounded,True,True,energy,782.0625607757505,0.19396091925351605,4032.0625607757506,547443.7925430253,572384.6078301887,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.35,337.5,0.25,250.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,1000.0,1300.0,3.0,301.755,bounded,True,True,energy,516.9491474034112,0.13723284471725572,3766.949147403411,516949.1474034112,537017.9903226829,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.35,337.5,0.25,250.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,1500.0,1300.0,3.0,301.755,bounded,True,True,specific_power,461.95901357437464,0.12445153943915405,3711.9590135743747,510623.91227810085,529682.2049643779,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.35,337.5,0.6,600.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,300.0,700.0,1.5,853.546,bounded,False,False,energy,70295.28751450917,0.9512824143313179,73895.28751450917,21090799.809107695,12287889.251509067,battery-mass closure did not converge; energy-mass feedback may be divergent; required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.35,337.5,0.6,600.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,500.0,700.0,1.5,853.546,bounded,False,True,energy,5401.666969543742,0.6000740738154114,9001.666969543741,2700833.484771871,1527314.2475903735,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.35,337.5,0.6,600.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,700.0,700.0,1.5,853.546,bounded,False,True,energy,2808.336478581285,0.43823174516001867,6408.336478581285,1965835.5350068994,1097242.7386661682,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.35,337.5,0.6,600.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,1000.0,700.0,1.5,853.546,bounded,True,True,specific_power,2007.0880775842877,0.3579555109198508,5607.088077584288,1738746.8671497225,964365.6795176986,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.35,337.5,0.6,600.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,1500.0,700.0,1.5,853.546,bounded,True,True,specific_power,2007.0880775842877,0.3579555109198508,5607.088077584288,1738746.8671497225,964365.6795176986,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.35,337.5,0.6,600.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,300.0,900.0,2.0,535.072,bounded,False,True,energy,6139.6034147553355,0.6303750936566821,9739.603414755336,1841881.0244266007,1483606.107035724,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.35,337.5,0.6,600.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,500.0,900.0,2.0,535.072,bounded,False,True,energy,2328.584838102649,0.39277245779413966,5928.584838102649,1164292.4190513245,916584.0430140013,required takeoff mass exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.35,337.5,0.6,600.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,700.0,900.0,2.0,535.072,bounded,True,True,energy,1436.7531244574086,0.2852538309810817,5036.753124457408,1005727.187120186,783892.931654652,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.35,337.5,0.6,600.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,1000.0,900.0,2.0,535.072,bounded,True,True,specific_power,1032.2472758463343,0.22283941559612394,4632.247275846335,933807.1621519851,723708.5650958649,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.35,337.5,0.6,600.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,1500.0,900.0,2.0,535.072,bounded,True,True,specific_power,1032.2472758463343,0.22283941559612394,4632.247275846335,933807.1621519851,723708.5650958649,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.35,337.5,0.6,600.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,300.0,1300.0,3.0,352.047,bounded,False,True,energy,2690.8803096942174,0.42774304663650703,6290.880309694217,807264.0929082652,873715.0591809978,required takeoff mass exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.35,337.5,0.6,600.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,500.0,1300.0,3.0,352.047,bounded,True,True,energy,1292.9299754613876,0.2642445287272824,4892.929975461388,646464.9877306938,687225.9092883583,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.35,337.5,0.6,600.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,700.0,1300.0,3.0,352.047,bounded,True,True,energy,850.8838157546825,0.19117187753650863,4450.8838157546825,595618.6710282777,628256.1384893595,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.35,337.5,0.6,600.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,1000.0,1300.0,3.0,352.047,bounded,True,True,energy,562.4405068789264,0.13512277375482648,4162.4405068789265,562440.5068789264,589777.2699634543,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.35,337.5,0.6,600.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,1500.0,1300.0,3.0,352.047,bounded,True,True,specific_power,508.04145866181244,0.12366999305486709,4108.041458661813,556183.26130906,582520.3365016341,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.35,337.5,1.0,1000.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,300.0,700.0,1.5,,above_search_bound,False,False,energy,77107.14331533058,0.9506825189928254,81107.14331533058,23134571.050444182,13483767.120200465,battery-mass closure did not converge; energy-mass feedback may be divergent; required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.35,337.5,1.0,1000.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,500.0,700.0,1.5,,above_search_bound,False,True,energy,5925.10712864399,0.5969816800812207,9925.107128643991,2962553.5643219952,1680455.2863699757,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.35,337.5,1.0,1000.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,700.0,700.0,1.5,,above_search_bound,False,True,energy,3080.473968997467,0.43506606796178016,7080.473968997467,2156331.778298227,1208708.3649619853,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.35,337.5,1.0,1000.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,1000.0,700.0,1.5,,above_search_bound,False,True,specific_power,2217.914723811505,0.3566975139298711,6217.914723811506,1911866.479121488,1065663.666496952,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,conservative,higher reserve and degradation penalty,1.35,337.5,1.0,1000.0,40.5,12.6,0.7872,0.88,0.72,0.78,0.36,1500.0,700.0,1.5,,above_search_bound,False,True,specific_power,2217.914723811505,0.3566975139298711,6217.914723811506,1911866.479121488,1065663.666496952,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.35,337.5,1.0,1000.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,300.0,900.0,2.0,660.971,bounded,False,True,energy,6721.578079693424,0.6269205922609504,10721.578079693423,2016473.4239080271,1629709.1287381537,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.35,337.5,1.0,1000.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,500.0,900.0,2.0,660.971,bounded,False,True,energy,2549.3120234576177,0.3892488271022616,6549.312023457618,1274656.0117288087,1008938.8902124447,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.35,337.5,1.0,1000.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,700.0,900.0,2.0,660.971,bounded,True,True,energy,1572.9433409452226,0.2822464261189558,5572.943340945223,1101060.3386616558,863669.9525902409,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.35,337.5,1.0,1000.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,1000.0,900.0,2.0,660.971,bounded,True,True,specific_power,1140.000934828944,0.22179002480412635,5140.000934828944,1024084.3722017537,799254.6554085726,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,baseline,registered mission assumptions,1.35,337.5,1.0,1000.0,30.0,14.0,0.82,0.95,0.8,0.82,0.42,1500.0,900.0,2.0,660.971,bounded,True,True,specific_power,1140.000934828944,0.22179002480412635,5140.000934828944,1024084.3722017537,799254.6554085726,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.35,337.5,1.0,1000.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,300.0,1300.0,3.0,434.882,bounded,False,True,energy,2939.6163133410355,0.4235992568767502,6939.6163133410355,881884.8940023107,960257.6412741554,required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.35,337.5,1.0,1000.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,500.0,1300.0,3.0,434.882,bounded,True,True,energy,1412.4441113866637,0.26096234572014765,5412.444111386663,706222.0556933319,756530.0561747643,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.35,337.5,1.0,1000.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,700.0,1300.0,3.0,434.882,bounded,True,True,energy,929.5366785877476,0.18856471494072513,4929.536678587748,650675.6750114233,692109.3163855547,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.35,337.5,1.0,1000.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,1000.0,1300.0,3.0,434.882,bounded,True,True,energy,614.4306319938011,0.1331541594175657,4614.430631993801,614430.6319938011,650073.5895529075,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.regional_demonstrator,Regional demonstrator segmented study,optimistic,favorable aircraft and pack-operation assumptions,1.35,337.5,1.0,1000.0,22.5,15.68,0.8528,0.98,0.88,0.9,0.5,1500.0,1300.0,3.0,434.882,bounded,True,True,specific_power,560.7071101903128,0.12294302103669077,4560.707110190313,608251.0887730133,642906.7725442126,
aviation_requirement_grid_row,simulation_estimate,False,False,False,mission.single_aisle_stress,Single-aisle long-range stress study,conservative,higher reserve and degradation penalty,0.65,1950.0,0.25,4500.0,60.75,16.2,0.8448,0.88,0.72,0.78,0.36,300.0,700.0,1.5,,above_search_bound,False,False,energy,3061696.120422782,0.9863088547400762,3104196.120422782,3128070944.9705,963959765.0076451,battery-mass closure did not converge; energy-mass feedback may be divergent; required takeoff mass exceeds the configured maximum; required battery fraction exceeds the configured maximum
